  #time                     mass                      x-momentum                y-momentum                z-momentum                E_total                   E_kinetic                 E_internal                Potential                 Abundances               
  0.000000000000000000E+00  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  9.999999999994248212E-02  0.000000000000000000E+00  9.999999999994248212E-02  0.000000000000000000E+00  9.999999999994248212E-02  4.999999999500083923E+08  9.999999999994248212E-02  9.999999999994248212E-02  9.999999999994248212E-02  9.999999999994248212E-02  9.999999999994248212E-02  9.999999999994248212E-02  9.999999999994248212E-02  4.999999999500083327E+08  9.999999999994248212E-02  9.999999999994248212E-02  9.999999999994248212E-02  9.999999999994248212E-02
  2.000000000000000073E-10  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  2.778606093764905441E+26  0.000000000000000000E+00  2.778606093764905441E+26  0.000000000000000000E+00  7.755106718090398936E+05  1.616208961352556478E+06  3.232407062843095900E+03  1.111513534189035868E-01  1.000098027236360210E-01  2.187479112379281595E+07  2.307149338160804510E+08  1.178892873089416176E+08  1.062606016608979714E-01  4.436459074630902410E+08  2.161045739088666067E+07  1.618696082625992894E+08  6.328360644615413833E+01  9.330355819949889828E-02
  5.999999999999999960E-10  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  3.477383570105454270E+26  0.000000000000000000E+00  3.477383570105454270E+26  0.000000000000000000E+00  2.899899062934156042E+06  2.968081275364475441E+05  1.758558519464840720E+04  2.145973820753728223E-01  1.000205899847126934E-01  8.153704612097630277E+06  2.117930115499995351E+08  5.521414871378821135E+07  1.178782218910810892E-01  3.983634155795083046E+08  5.404371754860989749E+07  2.692172648612201214E+08  4.449458442174340576E+02  8.086292229448441282E-02
  1.400000000000000129E-09  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  4.059870811177420574E+26  0.000000000000000000E+00  4.059870811177420574E+26  0.000000000000000000E+00  7.400091156519892626E+06  1.984265544259431481E+05  6.791121122427406954E+04  1.073262659309259126E+00  1.000933915117896145E-01  4.477213975134443492E+06  1.812319463377135992E+08  2.119195655498998612E+07  1.367036823517945032E-01  3.279223603424552679E+08  9.472063523961783946E+07  3.627871219933440685E+08  2.336363761572728436E+03  6.069874340237864374E-02
  3.000000000000000394E-09  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  4.644328278664375255E+26  0.000000000000000000E+00  4.644328278664375255E+26  0.000000000000000000E+00  1.536025372000778466E+07  1.879251449881944573E+05  2.129702689453928906E+05  6.013834680077082773E+00  1.007404841778066079E-01  2.396771694126550108E+06  1.452786223079624176E+08  5.719433099833269604E+06  1.614266288104000691E-01  2.390729071987681985E+08  1.403144543147288859E+08  4.514482113113730550E+08  8.445729103270059568E+03  3.421525716894077002E-02
  6.200000000000000924E-09  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  5.143333313224566902E+26  0.000000000000000000E+00  5.143333313224566902E+26  0.000000000000000000E+00  2.517226329696443677E+07  1.812265262817845505E+05  5.220768259722745279E+05  2.077455274307550326E+01  1.038523718500990317E-01  1.460745171039830428E+06  1.115205973573350012E+08  1.764387303546881070E+06  1.832174059777315345E-01  1.537849977670311630E+08  1.736412730691130161E+08  5.319344404525713921E+08  1.797225771172908208E+04  1.087154591911578851E-02
  1.260000000000000198E-08  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  5.523536349090185939E+26  0.000000000000000000E+00  5.523536349090185939E+26  0.000000000000000000E+00  3.456728644505184889E+07  1.731071794521971024E+05  1.155486136424630415E+06  6.030989064136388578E+01  1.171578220589208214E-01  1.104060620376028819E+06  7.888555876256252825E+07  8.080611701779724099E+05  1.923291167751944031E-01  8.803393598205728829E+07  1.881562246140667796E+08  6.070826023157966137E+08  3.361725369226386829E+04  1.111045963222020115E-03
  2.540000000000000245E-08  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  5.781733629161767583E+26  0.000000000000000000E+00  5.781733629161767583E+26  0.000000000000000000E+00  4.034380425232854486E+07  1.609349138928806933E+05  2.437098656315305270E+06  1.905613123278263288E+02  1.858848246143264826E-01  9.705625704131277744E+05  4.838128146740401536E+07  4.034480926655441872E+05  1.933299394826376305E-01  4.553280428664001822E+07  1.903753246168640852E+08  6.713275571628005505E+08  6.699414016824399005E+04  5.029995395467483707E-05
  5.100000000000000669E-08  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  5.938782409577933733E+26  0.000000000000000000E+00  5.938782409577933733E+26  0.000000000000000000E+00  4.168710325172966719E+07  1.419622218394263473E+05  4.802713955580680631E+06  6.760859996830253067E+02  6.280736317330251062E-01  9.318027048968764720E+05  2.540593786152248830E+07  1.951860037707554584E+05  1.934918991922425779E-01  2.138354400476884842E+07  1.923729708126846850E+08  7.129468746280214787E+08  1.312287475937116833E+05  3.996811256547433080E-05
  1.022000000000000152E-07  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  6.023391785098345533E+26  0.000000000000000000E+00  6.023391785098345533E+26  0.000000000000000000E+00  4.203574650286054611E+07  1.150524304539427540E+05  8.572735903083272278E+06  2.399417543429293346E+03  3.677553217430609145E+00  9.355725586027230602E+05  1.345565313162304834E+07  9.240432905059747281E+04  1.955640313132571695E-01  9.051442216671012342E+06  1.975821409237597883E+08  7.279255744276754856E+08  2.312753855396511499E+05  4.064663725603546041E-05
