  #time                     mass                      x-momentum                y-momentum                z-momentum                E_total                   E_kinetic                 E_internal                Potential                 Abundances               
  0.000000000000000000E+00  2.000000000000000000E+07  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  2.000000000000874776E-03  0.000000000000000000E+00  2.000000000000874776E-03  0.000000000000000000E+00  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  9.999999998999439180E+06  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03
 2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03
 2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  9.999999998999439180E+06  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03
 2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03  2.000000000000874776E-03
  2.000000000000000073E-10  2.000000000000000000E+07  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  5.845367219404923187E+23  0.000000000000000000E+00  5.845367219404923187E+23  0.000000000000000000E+00  1.048267404505525552E-02  4.429065951032357340E+00  5.641697134343770813E+03  2.738678068756452194E+04  1.852121887982553403E+02  5.521444692481565220E+00  1.286998923887749413E+02  2.253951681240921712E+00  1.206613857945934426E-01  1.211594941925383251E-01  4.175257967917472968E+01  2.907964345474128942E-08  6.605645948025302971E-02  8.297198152555958217E-02  6.788627212171539664E+06  1.497838839983843172E+03  2.262943774294863942E+03  3.986788466053333146E-01  2.199354347533829246E-01  3.611513331177679254E-01  5.851894855455303662E-02  1.521378304771931270E-02  7.942466476137237949E-04  4.871198668831946727E-04  2.107732534872173915E-04  2.691856453836332730E-04  1.937832777677428897E+00  3.546912339932524749E-01  1.993477527552189486E+03  5.443628480825224614E+01  5.600032369607060190E+00  1.196779620895896253E-10  3.930698071731728515E-05  8.130992711610528559E-05  2.713558070981973366E-04  2.663124848777768342E-03  2.688023422430673662E-03  4.899438451986688411E-03  1.240265482277658725E-04  1.771707719522976163E-04  4.756325089506739309E-03
 3.588749759683272905E-03  7.662247437582925258E-03  1.696250927401491597E-03  1.042334653930312039E-03  1.543435372992029373E-10  5.779826312164008306E-06  2.064624155930104597E-06  1.634515457317327507E-05  1.904849729126513631E-04  3.712582513033774287E-04  3.270790127397087219E-03  2.770472357904478766E-01  3.725483381046249320E+01  3.133995150238478189E+01  1.170855940693571018E+00  1.858413393901030828E-04  1.070387721984796800E-04  3.721922842557716209E-03  4.176670384234022586E-03  8.860250834996738489E-03  3.346293054700788354E-03  3.386434151615142114E-03  1.844787799910913861E+01  4.928794603578089154E+05  3.453709181955826827E-03  8.081513616922472720E-02  1.527380375535607548E+01  4.022366355273509497E-01  7.929683154881753127E-02  1.110384978085918739E-01  1.171287391817667362E-01  1.584792863839364600E+03  8.463875977763044648E+04  2.083164672970734500E+03  1.188629876005522383E+05  3.475859840928748301E-05  7.060363287826250682E-05  3.505246597602441113E-04  4.226188878259855113E-03  3.081063072655236199E-03  2.608951404831401019E-03  8.376542178250019788E+02  2.309816104189869463E+02  5.972073428176755988E+04  2.714203930834555649E+02  1.333218008111186066E+02  5.798774587621435828E+00  8.180043316973070614E+04  7.050260859474636460E-03  6.472452099674422428E-03
 1.677057676001661690E+06  8.200737483315391501E+02  3.335223899942147341E+01  3.373690839927180152E-04  2.718071449157028591E-04  2.283683837766676671E-03  3.126142584595351884E-03  6.453432683823146811E-03  4.749471768581539459E-03  7.833422148478711572E-03  1.455798449491186419E+00  3.217514119176887277E+01  1.024962289597264118E+07  1.714806175620292561E+04  4.599996318639472115E+00  2.708572159274694786E+04  1.455434018726658785E+01  2.298154345207470328E+02  9.633450513243349178E+02  2.289454844554047668E+03  1.483041696874469721E+02  6.658267699162334611E+04  2.927016431842504971E+03  5.747449514717949342E+02  2.329654835575727532E+02  1.828364123709674161E+01  4.210365270439045925E-03  1.771527310046297618E-03  8.020371946259138851E-03  1.116777538651523346E-03  7.914735592029871957E-04  5.192274966681467490E-04  3.242991828635002818E-04  6.633638839049849594E+03  2.422970885203001671E+05  3.424091347794679314E+04  1.397030060679012564E+01  3.167031135065503378E+01  5.221706925363058319E-04  7.127391976226087012E-04  7.342427039591794581E-03  6.575468936406010136E-03  7.722177816462096056E-03  2.392877824589230516E-03  1.688871064759536484E-03  3.921812128469559397E-05  1.571701732359559770E-04  4.271324288527082172E-04  5.971644655020763234E-03  1.903351036079463376E-03
 3.243307562810902010E-03  7.510591323147150606E-10  5.515216847235676883E-05  9.918212375558783258E-06  6.628595630479256298E-05  9.480671313869733241E-05  1.202643119370599110E-03  8.667047728627486677E-04  2.608680876053588553E-03
  5.999999999999999960E-10  2.000000000000000000E+07  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  1.467049257158668368E+24  0.000000000000000000E+00  1.467049257158668368E+24  0.000000000000000000E+00  6.089530379577463327E-03  2.491472954209769597E+01  3.467415420542100946E+03  4.090958360660383914E+04  1.231265809828644888E+04  4.827541730941637184E+02  1.015245810601802623E+04  2.247598430569101424E+02  1.194288679898729377E+01  1.342942970102000422E-01  1.984335355358754782E+01  1.055013264001513122E-07  1.218751408034946387E-01  3.806142275992557833E-02  4.163440503114973195E+06  1.544074656441265233E+03  1.071273589856882381E+03  6.515720621629068319E+02  5.995675129824945770E+01  2.216731859445179111E+02  8.396038322317795632E+01  3.871464534310336347E+01  1.008855695353507942E+00  5.157440893723217595E-02  3.318800849375993264E-04  6.105766133945620213E-05  3.963665297867561321E+01  1.951431782989581976E+01  3.234611547190809506E+04  1.189206165042631255E+03  2.038204334487851384E+02  1.528234506958094619E-09  3.847054061538167560E-06  5.117939661040574011E-04  4.842576255282825823E-04  6.569792324853889094E-03  3.900569241055031836E-03  5.331066123090367516E-03  1.359102907007897834E-02  1.240850180972225686E-01  3.215531363887022653E+00
 1.174741112607007310E+00  9.168383893262529449E-01  5.444721219397727352E-02  6.258736977709040451E-03  1.648230964352427569E-11  1.163955532815921869E-09  1.203982945124424588E-06  6.737473983293909886E-06  1.762323642104907215E-04  3.741154660878676336E-04  5.559084428869333003E-03  5.994561693621939247E-01  8.469832412015645673E+01  2.574634888952961376E+01  1.243534965138109127E+00  1.497942414583910650E-04  8.297307179958279258E-04  1.163028832271097157E-01  4.989855688200121875E-02  3.751893238399749142E-02  5.791788881836522178E-03  3.551689898676658932E-03  7.528475360136536665E+01  9.535918695851102239E+05  5.861876883918970549E-01  3.417171730003473407E+00  5.224249598739052999E+03  9.996331999001506574E+01  7.534720425553169676E+00  9.601603726282911810E-02  1.285609515517176504E-01  3.902899790154333459E+02  2.238417766559050360E+05  5.810536955540797862E+03  5.965685467892656743E+04  1.577951932137125832E-05  2.087676354067773132E-02  2.115838100535820041E-02  2.883126947784577232E-01  5.348557537501569953E-02  1.394479827449089313E-02  1.021367084431900935E+03  3.010843431245230022E+02  4.686823073328442842E+04  1.440723231604891623E+02  1.671806768629965916E+02  6.954042173708357311E+00  3.583267614333105303E+04  1.655262910689932546E-02  9.480522961399277804E-03
