  #time                     mass                      x-momentum                y-momentum                z-momentum                E_total                   E_kinetic                 E_internal                Potential                 Abundances               
  0.000000000000000000E+00  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  1.000000000000000056E-01  0.000000000000000000E+00  1.000000000000000056E-01  0.000000000000000000E+00  1.000000000000000056E-01  5.000000000000000000E+08  1.000000000000000056E-01  1.000000000000000056E-01  1.000000000000000056E-01  1.000000000000000056E-01  1.000000000000000056E-01  1.000000000000000056E-01  1.000000000000000056E-01  5.000000000000000000E+08  1.000000000000000056E-01  1.000000000000000056E-01  1.000000000000000056E-01  1.000000000000000056E-01
  2.000000000000000073E-10  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  3.687125301798910495E+26  0.000000000000000000E+00  3.687125301798910495E+26  0.000000000000000000E+00  9.232536286758383736E+06  1.030451730332445237E+06  1.351167480331903207E+05  6.797600395747225299E+00  1.013118556025190686E-01  4.484770222833573073E+07  1.441703487189280093E+08  2.365352311744612455E+07  1.336455485269354149E-01  3.045895199119490385E+08  1.039205118079799861E+08  3.684132958854236603E+08  6.987668248318755104E+03  6.400711142663900732E-02
  5.999999999999999960E-10  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  5.018064032450165820E+26  0.000000000000000000E+00  5.018064032450165820E+26  0.000000000000000000E+00  4.239895292704767734E+07  7.915227390476681758E+05  1.443813199657698395E+06  2.186614832313075567E+02  1.943618387965025118E-01  2.157501528419724479E+07  5.897988440444571525E+07  4.437215949445443228E+06  1.690007952836768967E-01  1.482429362108880579E+08  2.274950550718709528E+08  4.945439180442674756E+08  9.146831810636028240E+04  2.617978924046489991E-02
  1.400000000000000129E-09  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  5.577087315217337208E+26  0.000000000000000000E+00  5.577087315217337208E+26  0.000000000000000000E+00  6.927509750319905579E+07  6.673743187465179944E+05  4.822812409281767905E+06  1.316111053422074065E+03  1.184201864244975644E+00  1.532455813802800886E+07  2.652545111816170439E+07  1.524272318265489535E+06  1.893236134718131181E-01  6.705767396725688130E+07  2.580976177676309049E+08  5.564314645882070065E+08  2.723615818315362558E+05  4.811715297363631377E-03
  3.000000000000000394E-09  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  5.816890151879109293E+26  0.000000000000000000E+00  5.816890151879109293E+26  0.000000000000000000E+00  8.017401663736292720E+07  5.244867309634821722E+05  1.132221867067765072E+07  6.045763679676167158E+03  9.598929175302828298E+00  1.407410661652082391E+07  1.372252837209020369E+07  6.378230351761035854E+05  1.995776091197827007E-01  2.772469908626689762E+07  2.630613918327452838E+08  5.881203075944727659E+08  6.323670611233352683E+05  4.132738215282344093E-04
  6.200000000000000924E-09  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  5.921958789615498351E+26  0.000000000000000000E+00  5.921958789615498351E+26  0.000000000000000000E+00  8.243860018074481189E+07  3.696548918684074888E+05  2.131160228926797211E+07  2.465933954459859888E+04  7.807820888075568178E+01  1.379778658372231573E+07  1.017143757152417116E+07  2.795497476160111837E+05  2.986100209014804774E-01  1.016673611695797369E+07  2.641476642521952689E+08  5.960850552585445642E+08  1.207176590868698200E+06  3.251248603231374776E-04
  1.260000000000000198E-08  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  5.965591046370133661E+26  0.000000000000000000E+00  5.965591046370133661E+26  0.000000000000000000E+00  8.367536326808659732E+07  2.470336455207972031E+05  3.261095863766534626E+07  8.613695548808519379E+04  5.812312102865954557E+02  1.384222699508474208E+07  9.253337409221716225E+06  1.466181121999864408E+05  1.827341375840244142E+00  3.852806786137831397E+06  2.632705236111925840E+08  5.911362689109805822E+08  1.878143807930492563E+06  1.938377214272743454E-03
  2.540000000000000245E-08  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  5.982442795280428915E+26  0.000000000000000000E+00  5.982442795280428915E+26  0.000000000000000000E+00  8.900259256457185745E+07  1.950155826636520796E+05  4.260744054391294718E+07  2.612461484242116276E+05  3.846320659494423580E+03  1.444333567805156298E+07  8.497188565689817071E+06  1.092460785732972290E+05  2.341215268471370692E+01  2.318379656268077902E+06  2.665855625880881846E+08  5.734044134791210890E+08  2.571710554651267361E+06  2.717106901511597700E-02
  5.100000000000000669E-08  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  5.994263103761011255E+26  0.000000000000000000E+00  5.994263103761011255E+26  0.000000000000000000E+00  1.004898754156076163E+08  1.769456272051954584E+05  5.469135007168070972E+07  7.507290474760410143E+05  2.376581915867805219E+04  1.575974747374395095E+07  7.344555695858292282E+06  9.286303633917521802E+04  3.078503769781932533E+02  1.898374197749029845E+06  2.746414499270892739E+08  5.405199903946430683E+08  3.610046241448846646E+06  4.016224498095363749E-01
  1.022000000000000152E-07  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  6.010532185764750348E+26  0.000000000000000000E+00  6.010532185764750348E+26  0.000000000000000000E+00  1.176823073306127638E+08  1.565087527277819754E+05  7.432190392055878043E+07  2.235592232766401023E+06  1.513636524536881188E+05  1.781938881328684092E+07  5.915028425925509073E+06  7.456269488799294049E+04  4.288509403467295670E+03  1.484392712153507397E+06  2.830689236917281747E+08  4.915234740057661533E+08  5.562260019776360132E+06  6.437950920787341325E+00
  2.046000000000000189E-07  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  6.032916750429287451E+26  0.000000000000000000E+00  6.032916750429287451E+26  0.000000000000000000E+00  1.384759059407019019E+08  1.320302978789344779E+05  1.033219632715574801E+08  6.822574473270231858E+06  9.971594070415507304E+05  2.061626413053090498E+07  4.462862823110673577E+06  5.562111425543970836E+04  6.299010772135592561E+04  1.069599998610987561E+06  2.864222436511782408E+08  4.285823083007938862E+08  8.978366972716037184E+06  1.107106304940324009E+02
  4.094000000000000528E-07  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  6.065511901329948154E+26  0.000000000000000000E+00  6.065511901329948154E+26  0.000000000000000000E+00  1.566381066761068106E+08  1.074243963634165120E+05  1.371102934302091300E+08  1.882839876874506474E+07  6.090947063434239477E+06  2.382067706778362766E+07  3.241618977687227074E+06  3.955887069323399919E+04  9.061396855093432823E+05  7.333438110577305779E+05  2.788800881360758543E+08  3.597692559384596348E+08  1.383228944017730281E+07  1.858937699496824962E+03
  8.190000000000001207E-07  1.000000000000000000E+09  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  6.126834849339162847E+26  0.000000000000000000E+00  6.126834849339162847E+26  0.000000000000000000E+00  1.625932636056950390E+08  8.727995021632274438E+04  1.608859806001100838E+08  3.858130523982112855E+07  2.685562986131421477E+07  2.659066710745975003E+07  2.379721758232203778E+06  2.839114610152782916E+04  9.886934456945229322E+06  5.123746959380667540E+05  2.574954493717969656E+08  2.958297620571298003E+08  1.825034397635625303E+07  2.289737288037358667E+04
